title,address,business_model,description,email,foundation_year,founders_number,growth_stage,is_active,last_updated,link,staff_size,tags,telephone,total_team_size,website
nebumind GmbH,"Willy-Messerschmitt-Str.1, 82024 Taufkirchen",B2B," nebumind bietet eine Software für Fertigungsunternehmen, mit der die Qualität von gefertigten Bauteilen über die gesamte Fertigungskette hinweg analysiert, überwacht und optimiert werden kann. Die Software sammelt alle Maschinen- und Sensordaten, die während der Fertigung eines bestimmten Bauteils aufgenommen wurden, und visualisiert die Daten als „Digitale Bauteilzwillinge“. Der Nutzer kann damit die Qualität von mehreren produzierten Bauteilen vergleichen, Qualitätsfehler schnell auf ihren Ursprung zurückverfolgen und die Stabilität der Produktionsmaschinen online überwachen. Die Software kann auf jeglichen Produktionsprozess und jegliche Maschine angewandt werden und ermöglicht Produktionsunternehmen somit ihre Fertigung auf ein neues Qualitätsniveau zu heben.",info@nebumind.com,2019,2,Seed-Stage,True,23.05.2022,https://www.munich-startup.de/startups/nebumind-gmbh/,7,"Artificial Intelligence,Big Data,Industry,IoT,IT/Technologie,Robotics,SaaS",089 21537996,9,http://www.nebumind.com
NavVis,"Blutenburgstrasse 18, 80636 München",," Indoor location based services: indoor mapping, digital building twin, data management, indoor navigation, process digitalization",info@navvis.com,,,,True,06.09.2017,https://www.munich-startup.de/startups/navvis/,,"3D-Technology,IT/Technologie",+49 89 7169 250 20,,http://www.navvis.com
nearBees GmbH,"General-von-Nagel-Str. 15, 85356 Freising",, nearBees bringt lokale Bienenhalter und Honigkäufer bequem und unkompliziert zusammen. Suche auf unserer Onlineplattform präzise nach Bienen in Deiner Nachbarschaft und bestellen Deinen Honig unkompliziert direkt vom heimischen Imker oder probiere ein regelmäßiges Honigabo aus. Dank einem neuartigen Verpackungskonzept wird dir der „Honig von Nebenan“ direkt in Deinen Briefkasten geliefert. Schaffe als Privatperson oder Unternehmen gemeinsam mit uns neue Bienen und übernimm eine Bienenpatenschaft.,info@nearbees.de,2014,,Growth-Stage,True,07.09.2022,https://www.munich-startup.de/startups/nearbees-gmbh/,,"Bio,Food,Lebensmittel",08161 9361030,,https://www.nearbees.de
ndgit GmbH,"Mies-van-der-Rohe-Str. 6, 80807 München",B2B," ndigt wurde 2016 gegründet und hat sich zu Europas führender Open-Finance-Plattform entwickelt. Mit einem Team von rund 50 Mitarbeitern an vier Standorten in Europa zählt es heute über 30 Kunden in 10 Ländern. Mit seinen innovativen digitalen Lösungen hilft ndgit Banken und Finanzinstituten, mehr Umsatz zu generieren. Sie verbindet Banken und Versicherungen mit digitalen Anbietern und innovativen Fintechs. Die mehrfach ausgezeichnete Open-Finance-Plattform unterstützt Finanzdienstleister bei ihrer größten strategischen und technologischen Herausforderung. Es beschleunigt die Erstellung von vernetzten Angeboten mit Partnern, die Entwicklung von Ökosystemen und erleichtert das zukünftige Umsatzpotenzial der Digitalisierung. So öffnet ndgit traditionelle IT-Systeme von Banken, verbindet Fintechs und digitale Partner über Standards und realisiert Finanzangebote für Nichtbanken. Unser Team aus 65 API-Experten entwickelt mit Leidenschaft und Erfahrung die Zukunft der Finanz-IT. Unsere Produkte basieren auf modernster API-Plattformtechnologie, einer engen Zusammenarbeit mit innovativen Fintechs und digitalen Partnern sowie langlebigen operativen Prozessen. Wir arbeiten in schlanken und agilen Strukturen, in denen Eigenverantwortung, Kreativität und Erfahrung zu außergewöhnlichen Ergebnissen für unsere Kunden führen. ndgit wird bei mehr als 30 namhaften Finanz- und Digitalunternehmen in mehr als zehn Ländern eingesetzt. Als langfristiger Partner ihrer wesentlichen Systeme legen wir weiterhin Wert auf Sicherheit und Stabilität und stellen dies mit unseren zertifizierten Compliance- und IT-Prozessen sicher. 2017 implementierte ndgit das erste Open Banking System der Schweiz und wurde mit dem Euro Finance Tech Award 2017 für die beste Zusammenarbeit zwischen einer Bank und einem Fintech ausgezeichnet. Heute vertrauen bereits mehr als 30 Banken und Unternehmen weltweit auf die führende API-Plattform von ndgit für die Finanzindustrie, um traditionelle Systeme zu digitalisieren und sich für die Open-Banking-Zukunft zu positionieren. Das Unternehmen mit Sitz in München, Deutschland, wurde 2016 gegründet und beschäftigt derzeit rund 65 Mitarbeiter. Zu den Investoren des Unternehmens gehören Capnamic, PROfounders und DvH Ventures. Banken weltweit befinden sich bereits mitten in der digitalen Transformation, wodurch Prozesse für Kunden deutlich komfortabler werden. Um mit der Branchenentwicklung Schritt zu halten und nicht den Anschluss an neue FinTechs zu verlieren, müssen Banken und Versicherungen sich und ihre Dienstleistungen neu aufstellen. Um ihnen zu helfen, hat ndgit eine Plattform entwickelt, die ein technologisches Rückgrat für vernetztes Banking und Versicherungen bietet: Next Digital Banking. Unsere Middleware bietet ein Toolset, mit dem sie neue Anwendungsfälle in kürzerer Zeit und mit größerer Benutzeroptimierung implementieren können. Alles von Banking- oder Insurance-as-a-Service über die Integration von FinTechs bis hin zum Aufbau eigener „App Stores“ für ihre Kunden. Mit ndgit erhalten Banken die notwendige Infrastruktur, um ihre eigenen und Drittanbieter-APIs effizient zu integrieren und zu verwalten. Bei den Finanzdienstleistungen erwarten Kunden Finanzdienstleistungen dort, wo sie sich online aufhalten: in ihren Apps, Online-Portalen und E-Commerce-Shops. ndgit Banking as as Service öffnet Ihre Systeme für komplementäre digitale Kanäle, um gemeinsam neue Kunden und Erlösquellen zu gewinnen. Die flexible Open-Finance-Plattform von ndgit ermöglicht es Kunden, ihre Dienstleistungen und Produkte effizient und skalierbar Dritten anzubieten, z. im Bereich Konten, Kredite, Einlagen oder Versicherungen. ndgit bietet Banken und digitalen Akteuren neue und innovative Kreditvergabeprozesse, die sofort und hochoptimiert sind und die Conversion erheblich steigern. Daher integrieren sie sich in erstklassige Fintech-Funktionen, z.B. für Kontoaggregation, Risikobewertung, Auskunfteien, KYC und digitale Signaturen. Mehr über unsere Lösungen:  Mehr über unsere Plattform-Technologie: ",info@ndgit.com,2016,1,Later-Stage,True,02.03.2022,https://www.munich-startup.de/startups/ndgit-gmbh/,50,"Banking,FinTech,FinTech | InsurTech | LegalTech | RegTech",+49 89 1250155 60,51,http://www.ndgit.com
NanoTemper Technologies GmbH,"Flößergasse 4, 81369 München",," is a globally operating high-tech company that develops, produces and markets technologies and instruments for biomolecular analytics. At NanoTemper Technologies, we are passionate about achieving excellence in everything we do. This has made us the partner of choice for thousands of researchers worldwide in pharmaceutical and biotechnology industries as well as in academic settings. Our collaborative approach, science-driven insights, our high-quality, proprietary instruments and analytical technologies focus on helping researchers make the greatest impact – with maximum speed, efficiency and precision.",philipp.baaske@nanotemper.de,,,,True,06.09.2017,https://www.munich-startup.de/startups/nanotemper-technologies-gmbh/,,"Industry,IoT,IT/Technologie",,,http://www.nanotemper.de
navel robotics GmbH,"Agnes-Pockels-Bogen 1, 80992 München",B2B," navel robotics entwickelt einen Social Robot mit einer lebendigen Präsenz, einem eigenen Charakter, proaktivem Verhalten und einer sozialen Kompetenz, die auf Deep Learning-Modulen basiert. Das Ziel ist, künstliche Wesen zu realisieren, wie wir sie bisher nur aus 3D-Animationsfilmen kennen und lieben gelernt haben. Denn wir sind davon überzeugt, dass solche Social Robots unser Privatleben in Zukunft genauso stark verändern werden wie ehemals das Internet und das Smartphone. navel robotics wurde im Kontext des Forschungsprojekts „VIVA“ gegründet. Im Verbund mit Universitäten und anderen Unternehmen arbeiten wir in einem hoch interdisziplinären Team von Natur- und Geisteswissenschaftlern sowie Hard-, Software- und Elektronik-Ingenieuren. Zusätzlich wirken Nutzer und Designer mit. In diesem 3-Jahres-Projekt entwickeln wir das grundlegende Konzept bis hin zu Demonstratoren des Social Robots VIVA.",claude.toussaint@navelrobotics.com,,1,Seed-Stage,True,29.10.2020,https://www.munich-startup.de/startups/navel-robotics-gmbh/,7,"Artificial Intelligence,IoT,IT/Technologie,Robotics",,8,http://www.navelrobotics.com
Nauta Capital,"Leopoldstraße 180, 80804 München",," We are a Pan-European Venture Capital Firm investing in early-stage, capital-efficient disruptors.",Munich@nautacapital.com,,,,True,07.01.2019,https://www.munich-startup.de/startups/nauta-capital/,,"Industry,Investor,IT Security,IT/Technologie,SaaS",,,https://nautacapital.com
Neokami GmbH,"Kaufingerstr. 15, 80331 München",," Neokami is revolutionizing how companies are approaching complex data security challenges with award-winning Artificial Intelligence technology. Designed and built by an elite engineering team, Neokami was founded to create software that would allow businesses to easily and reliably use artificial intelligence to solve today’s problems. We quickly recognized an opportunity to address a significant technology gap in the market to address the most challenging cybersecurity problems facing every corporation. Neokami’s simple but profound mission statement is to use artificial intelligence to make the world a safer place.",info@neokami.com,2014,,,True,08.02.2022,https://www.munich-startup.de/startups/neokami-gmbh/,,"Big Data,IT Security,IT/Technologie",+49 157 86247664,,https://www.neokami.com/
Neozoon / Heintschel Marken GmbH,"Ziegelgasse 23, 85354 Freising",B2C," Wir haben eine innovative Leuchte entwickelt, die sich innerhalb von Sekunden an nahezu jeder Oberfläche befestigen lässt. Genauso schnell kann man sie auch wieder versetzten. Kein Kleber! Kein Bohren! Neozoon macht jedes Zuhause interaktiver, spaßiger und natürlich auch heller. Neozoon ist eine Leuchte mit unendlich vielen Anwendungsmöglichkeiten! Ob Zuhause oder Unterwegs. Mit Neozoon bleibst du nie im dunkeln. Außerdem stellen wir lokal und nachhaltig in Deutschland her und haben die Leuchte so konstruiert, dass sie sich zu 100% recyceln lässt.",hello@neozoon.xyz,2020,3,Startup-Stage,True,21.07.2021,https://www.munich-startup.de/startups/neozoon/,0,"Lifestyle,Wohnen",,3,http://www.neozoon.xyz
Next Generation Mobility GmbH,"Zielstattstraße 13, 81379 München",B2B," fleetster ist ein Mobility Software Unternehmen, dass eine eigene Mobilitätsplattform in der Cloud anbietet. Zu unseren Produkten zählen Corporate CarSharing, Öffentliches CarSharing und Flottenmanagement. Mit fleetster können auch Telematikgeräte zum Öffnen der Fahrzeuge über eine App integriert werden. fleetster hilft Unternehmen bei der Optimierung der Nutzung ihrer Fahrzeuge und der CO2-Emissionen. Heute ist der fleetster in 16 Ländern mit mehr als 20.000 Nutzern und 2.500 Buchungen pro Tag präsent.",info@fleetster.net,,,Growth-Stage,True,02.03.2020,https://www.munich-startup.de/startups/next-generation-mobility-gmbh/,,"Carsharing,eMobility,IT/Technologie,Mobility,SaaS,Smart Mobility",089 120510212,,http://www.fleetster.de
newworkation.com | wlt GmbH,"Loristraße 26, 80335 München",," Auf dem Weg in die neue Arbeitswelt: Wir schaffen perfekte Workations, bei denen der Mensch im Mittelpunkt steht. Für uns ist Workation ein New Work-Konzept mit dem Fokus auf persönliche und berufliche Entwicklungen und nicht nur eine Verlegung des Homeoffices ins Ausland. Arbeitgeber erhalten ein Setup für eine rechtskonforme und zeitgemäße Mitarbeiter-Bindung/–Gewinnung durch den Corporate Benefit von Workation-Angeboten. Deren Arbeitnehmer finden und buchen passende Workation-Angebote bei uns. Gastgeber generieren neue saisonal-unabhängige Gäste durch uns. Dies gelingt mit Hilfe unserer Plattform, die sich auf maximale Kundenzufriedenheit aller drei Teilnehmer in unserem Circle-of-Growth fokussiert. Wir wollen eine Service-orientierte Alternative zum autonomen Home Office oder airbnb Angebot sein, denn Workation muss mehr sein als eine Verlegung des HO ins Ausland! So bieten unsere Gastgeber mehr als Meer – von Yoga über Coachings, Seminaren bis hinzu Network-Barbecues und Kinderbetreuung soll wirklich für alle Teilnehmer mehr drin sein. Und der Arbeitgeber profitiert nicht nur von internen, sondern auch externen Imageeffekten und sparrt sich Ressourcen und Zeit durch unsere Tools und Schnittstellen.",raoul@newworkation.com,2022,3,Startup-Stage,True,24.04.2023,https://www.munich-startup.de/startups/wlt-gmbh/,0,"Coworking,HR",0160 90506234,3,https://www.newworkation.com/
neurotrim Systems GmbH,"Pütrichstr. 6, 81667 München",B2B," Wir bei neurotrim Systems glauben, dass es Zeit für Therapie 4.0 ist. Allein in Deutschland entstehen jedes Jahr Kosten von über 1 Milliarde Euro durch Wiederverletzungen von Sprunggelenk, Knie, Hüfte und Rücken allein. Ursachen hierfür sind mangelnde Messungen und Objektivität in der Physiotherapie, sowie steife und wenig personalisierte Therapieverläufe. Unser N1.System kombiniert Diagnostik und Therapie in einer einfach anzuwendenden, AI-basierten Software Hardware Lösung. Hunderte Messpunkte pro Sekunde von Druck-, Bewegung- und Bildsensoren geben ein vollständiges Bild des Patienten. Mustererkennung gibt Einblicke in Fehl- und Schonhaltungen, sowie mangelnde Muskelkontrolle und -ansteuerung. Übungen direkt auf dem N1.System bieten einen individuellen und sicheren Therapieverlauf, der in Zukunft je nach Indikation bis zu 25% der Folgeverletzungen vermeiden soll. Unser Lösung basieren auf 10 Jahren Entwicklung der neurotrim Methode durch Michael Schiff – Vater von CEO und Co-Founder Maximilian. Wir wissen: Rehabilitation der unteren Extremitäten ist erst der Anfang. Erfolgreiche Behandlungen in der Geriatrie, bei Multipler Sklerose und zur Leistungssteigerung im Sport ergeben ein immenses Potential für die Zukunft. Das N1.System wird in einem Lizenzmodell an Profisportvereine und – nach erfolgter Zertifizierung als Medizinprodukt – an Kliniken und Rehazentren angeboten (HealthCare/MedTech – B2B).",maximilian.schiff@neurotrim-systems.de,2021,3,Startup-Stage,True,03.11.2021,https://www.munich-startup.de/startups/neurotrim-systems-gmbh/,10,"Health,Life Science,MedTech",,13,http://www.neurotrim-systems.de
NextFab IIoT,"Herrnstr. 28, 80539 München",B2B," NextFab liefert die Smart Industry Komplettlösung, um jedes fertigende Unternehmen nachhaltig zu einem smarten datengestützten Business zu transformieren. Es befähigt Maschinenhersteller & Fabrikbetreiber, ihre kostbaren Daten zu nutzen und das volle Potenzial von Anlagen & Mitarbeitern in der Fertigung auszuschöpfen. NextFab erzeugt direkt handlungsrelevante Erkenntnisse für die Optimierung des Outputs, unterstützt bei der Reduzierung des Energieverbrauchs und ermöglicht Maschinenherstellern Mehrumsatz durch neue Geschäftsmodelle (digitale Services, EaaS & Apps). Nutzerfreundliche Onboardingprozesse, eine ständig wachsende Semantik-Bibliothek und Plug & Play Hardware reduzieren den Aufwand für die Implementierung dabei auf ein Minimum. Egal welcher digitale Industrie 4.0 Use Case – NextFab bietet die herstellerübergreifende & skalierbare Basis dafür.",hello@nextfab.io,2022,4,Growth-Stage,True,16.05.2023,https://www.munich-startup.de/startups/nextfab/,0,"Big Data,Industry,IT/Technologie,SaaS",+49 89 2488573 0,4,https://www.nextfab.io/
